1o. Agrupamento,REFERENTE AO,2o. Agrupamento,Recurso,COR,Descrição,Matéria Prima,Compr,Largu,Quant,Saldo,Pendente,Etapa Seguinte,setor,setor_novo,
07/04/2024,034884,GMS C.Plasma,032093,,ANEL EXTERNO [TAMPA TRASEIRA - TDV 5000],"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",1980,28,1,0,1,S Estamparia,TANQUE,#REF!,32093-1;
07/04/2024,034884,GMS C.Plasma,032092,,ANEL INTERNO [TAMPA TRASEIRA - TDV 5000],"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",1732,25,1,0,1,S Estamparia,TANQUE,#REF!,32092-1;
07/04/2024,034884,GMS C.Plasma,033806,,APOIO FIXADOR DA MANIVELA [TAMPA - FT10500 M22],"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",150,105,6,29,6,S Estamparia,TANQUE,#REF!,33806-6;
07/04/2024,034884,GMS C.Plasma,034885,,CALOTA [TAMPA TRASEIRA - FTD5000],"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,1,0,1,S Mont Sistemas Carretas,TANQUE,#REF!,34885-1;
19/12/2024,035003,GMS C.Plasma,035004,,"FLANGE [RODA RS ARO 20"" - CBH5/CBHM5000]","120352 - CHAPA GQ   1/2 (12,7)     1010",,,1,1,1,S Mont Sistemas Carretas,IÇAMENTO,#REF!,35004-1;
16/04/2024,043000,GMS C.Serras,043035,,CORPO DA BARRA ESPARGEDORA,134077 - TUBO     2           DIN 2440,1700,"60,3",1,0,1,S Usinagem,FUEIRO,#REF!,43035-1;
16/04/2024,043000,GMS C.Serras,043450,,CORPO DO TEE [BARRA ESPARGIDORA - FTC],"134144 - TUBO SCHEDULLE 80 - 2"" C/C",166,,1,0,1,S Usinagem,FUEIRO,#REF!,43450-1;
16/04/2024,043000,GMS C.Serras,043011,,"TUBO SAIDA C/ROSCA 2""","134144 - TUBO SCHEDULLE 80 - 2"" C/C",150,"60,3",1,0,1,S Usinagem,FUEIRO,#REF!,43011-1;
16/04/2024,043000,GMS C.Serras,043023,,TUBO DE LIGACAO,"134144 - TUBO SCHEDULLE 80 - 2"" C/C",70,"60,3",1,0,1,S Usinagem,FUEIRO,#REF!,43023-1;
16/04/2024,043000,GMS C.Serras,043047,,COMPLEMENTO DA BARRA ESPARG.,"134144 - TUBO SCHEDULLE 80 - 2"" C/C",70,"60,3",4,0,4,S Usinagem,FUEIRO,#REF!,43047-4;
16/04/2024,043000,GMS C.Guilhotinas,043059,,FECHAM DA BARRA ESPARG.,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",55,55,2,0,2,S Estamparia,FUEIRO,#REF!,43059-2;
31/05/2024,411267,GMS C.Serras,411516,,CORRIMAO - ESCADA              T3/4,134375 - TUBO     1/2       DIN 2440,1480,"21,34",2,4,2,S Estamparia,TANQUE,#REF!,411516-2;
31/05/2024,411267,GMS C.Serras,411735,,DEGRAU ESCADA                  TANQUES,134375 - TUBO     1/2       DIN 2440,380,"21,34",3,0,3,S Mont Sistemas Carretas,TANQUE,#REF!,411735-3;
30/05/2024,411528,GMS C.Serras,411851,,CORIMAO - ESCADA                       T6,134375 - TUBO     1/2       DIN 2440,1740,"21,34",2,0,2,S Estamparia,TANQUE,#REF!,411851-2;
30/05/2024,411528,GMS C.Serras,411735,,DEGRAU ESCADA                  TANQUES,134375 - TUBO     1/2       DIN 2440,380,"21,34",3,0,3,S Mont Sistemas Carretas,TANQUE,#REF!,411735-3;
08/12/2024,416356,GMS C.Serras,464880,,BUCHA EMBOLO - CHASSI CBHM/ICAM FA,"134144 - TUBO SCHEDULLE 80 - 2"" C/C",103,"60,3",1,92,1,Sem Processo,IÇAMENTO,#REF!,464880-1;
08/12/2024,416356,GMS C.Serras,030327,,TUBO FIXO MACACO M17 CHASSI CBHM/CBH,134157 - TUBO MECANICO  50 X  32  ST-52,54,,1,40,1,S Usinagem,IÇAMENTO,#REF!,30327-1;
08/12/2024,416356,GMS C.Plasma,030381,,FIXADOR MACACO M17 CHASSI CBHM/CBH,"120157 - CHAPA GQ   3/8 (9,53)     1010",100,135,1,93,1,S Usinagem,IÇAMENTO,#REF!,30381-1;
08/12/2024,416356,GMS C.Plasma,025240,,FECHAMENTO TRASEIRO - CHASSI FA6 RD,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",265,240,1,2,1,S Estamparia,IÇAMENTO,#REF!,25240-1;
08/12/2024,416356,GMS C.Plasma,025681,,HASTE TRACAO - ICAM      FA6 (DEZ13...),"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",1730,568,1,0,1,S Estamparia,IÇAMENTO,#REF!,25681-1;
08/12/2024,416356,GMS C.Plasma,025662,,FECHAM DIANTEIRO ICAM (M98) FA (NOV13...),"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",274,158,1,62,1,S Estamparia,IÇAMENTO,#REF!,25662-1;
08/12/2024,416356,GMS C.Plasma,025661,,SUPORTE ENGATE ICAM (M98) FA (NOV13...),"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",158,122,1,159,1,Sem Processo,IÇAMENTO,#REF!,25661-1;
08/12/2024,416356,GMS C.Plasma,483023,,FECHAM LATERAL ICAM (M98) FA/CBHM,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",134,36,2,12873,2,Sem Processo,IÇAMENTO,#REF!,483023-2;
08/12/2024,416356,GMS C.Plasma,480009,,ANILHO MOLA POCIS       CBH/CBHM,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",,,2,2186,2,S C Guilhotina,IÇAMENTO,#REF!,480009-2;
08/12/2024,416356,GMS C.Plasma,025239,,SUPORTE DIANTEIRO - CHASSI FA6 RD,"120650 - CHAPA GQ   5/16(7,94)     1010",240,180,1,16,1,S Estamparia,IÇAMENTO,#REF!,25239-1;
08/12/2024,416356,GMS C.Guilhotinas,025241,,REFORÇO DA BUCHA DO MACACO - ICAM FA,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",100,100,2,80,2,Sem Processo,IÇAMENTO,#REF!,25241-2;
08/12/2024,416356,GMS C.Guilhotinas,416538,,REFORCO            ICAM  FA6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",254,150,1,0,1,S Estamparia,IÇAMENTO,#REF!,416538-1;
23/08/2024,425035,GMS C.Serras,427986,,CORPO VARAO FRENAGEM   5000  CBHM,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",627,"19,05",1,27,1,S Usinagem,EIXO,#REF!,427986-1;
23/08/2024,425035,GMS C.Serras,444698,,PINO COMPLEM EIXO-E TRAS  F4CC,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",69,,1,55,1,S Usinagem,EIXO,#REF!,444698-1;
23/08/2024,425035,GMS C.Plasma,436884,,COMPLEM EXCENT - EIXO TRAS F4C,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",67,40,1,61,1,S Estamparia,EIXO,#REF!,436884-1;
10/09/2024,425916,GMS C.Serras,405980,,PONTA EIXO      FA4/CBHM,110012 - ACO LAMINADO RED 2.1/2    1045,360,"63,5",2,220,2,S Usinagem,EIXO,#REF!,405980-2;
10/09/2024,425916,GMS C.Serras,025623,,CORPO DO EIXO RD - CBHM 4500,134017NAC - TUBO RETANGULAR 150 X 100 X 6.35 X 6000,998,,1,7,1,S Estamparia,EIXO,#REF!,25623-1;
10/09/2024,425916,GMS C.Plasma,409741,,SAPATA CHASSI              CBHM,"120157 - CHAPA GQ   3/8 (9,53)     1010",210,165,2,104,2,Sem Processo,EIXO,#REF!,409741-2;
10/09/2024,425916,GMS C.Plasma,025698,,FECHAMENTO DO EIXO - CBHM 4500,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,,2,9,2,S Estamparia,EIXO,#REF!,25698-2;
10/09/2024,425916,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
05/12/2024,425928,GMS Prensas,425977,,FEMEA ENGATE  -  GRADES  CBHM,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",172,"12,7",2,863,2,S Estamparia,LATERAL,#REF!,425977-2;
05/12/2024,425928,GMS C.Plasma,018338,,ENGATE S/TRAVA -  GRADES  CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,,2,575,2,S Estamparia,LATERAL,#REF!,18338-2;
05/12/2024,425928,GMS C.Plasma,425953,,FECHAMENTO LAT GRADE 45 CM  CBHM,"120273 - CHAPA FQ  3,75mm. SAE-1006",446,95,2,389,2,S Estamparia,LATERAL,#REF!,425953-2;
05/12/2024,425928,GMS C.Guilhotinas,429764,,APOIO FEMEA ENG  -  GRADES  CBHM,"120273 - CHAPA FQ  3,75mm. SAE-1006",85,52,2,2108,2,S Estamparia,LATERAL,#REF!,429764-2;
05/12/2024,425928,GMS C.Guilhotinas,425941,,CHAP LATERAL DIANT (4500)  CBHM,"120274 - CHAPA FQ #14 (1.20 x 4,50m) 1010",1488,595,1,2,1,S Estamparia,LATERAL,#REF!,425941-1;
16/12/2024,425930,GMS C.Plasma,018338,,ENGATE S/TRAVA -  GRADES  CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,,2,575,2,S Estamparia,LATERAL,#REF!,18338-2;
16/12/2024,425930,GMS C.Plasma,425953,,FECHAMENTO LAT GRADE 45 CM  CBHM,"120273 - CHAPA FQ  3,75mm. SAE-1006",446,95,2,389,2,S Estamparia,LATERAL,#REF!,425953-2;
16/12/2024,425930,GMS C.Guilhotinas,425941,,CHAP LATERAL DIANT (4500)  CBHM,"120274 - CHAPA FQ #14 (1.20 x 4,50m) 1010",1488,595,1,2,1,S Estamparia,LATERAL,#REF!,425941-1;
21/06/2024,430468,GMS C.Plasma,409741,,SAPATA CHASSI              CBHM,"120157 - CHAPA GQ   3/8 (9,53)     1010",210,165,2,104,2,Sem Processo,CHASSI,#REF!,409741-2;
21/06/2024,430468,GMS C.Plasma,442409,,TRANSV TRAS - CHASSI   CARR UVA,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",900,218,1,0,1,S Estamparia,CHASSI,#REF!,442409-1;
21/06/2024,430468,GMS C.Plasma,449647,,REFORCO INT ENGATE  CHASSI  CARR UVA,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",380,40,1,7,1,S Estamparia,CHASSI,#REF!,449647-1;
21/06/2024,430468,GMS C.Plasma,025743,,SUPORTE FIX. DA PLATAF. - CHASSI F6 CS M14,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",200,42,6,106,6,S Estamparia,CHASSI,#REF!,25743-6;
21/06/2024,430468,GMS C.Plasma,485860,,REF ENGATE - COMBOIO      U4,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",165,55,2,209,2,S Estamparia,CHASSI,#REF!,485860-2;
21/06/2024,430468,GMS C.Plasma,426544,,LONGARINA [CHASSI - FA2],"120273 - CHAPA FQ  3,75mm. SAE-1006",3290,235,2,7,2,S Estamparia,CHASSI,#REF!,426544-2;
21/06/2024,430468,GMS C.Plasma,476535,,TRANSV. DIANT. CHASSI     UVA,"120273 - CHAPA FQ  3,75mm. SAE-1006",900,205,1,0,1,S Estamparia,CHASSI,#REF!,476535-1;
21/06/2024,430468,GMS C.Plasma,449611,,TRANSV CENTRAL       CHASSI   CARR UVA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",690,160,1,5,1,S Estamparia,CHASSI,#REF!,449611-1;
21/06/2024,430468,GMS C.Plasma,449880,,REFORCO TRAS    CHASSI   CARR UVA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",690,160,1,2,1,S Estamparia,CHASSI,#REF!,449880-1;
21/06/2024,430468,GMS C.Plasma,493132,,TRANSV INTERM    CHASSI      UVA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",690,160,1,3,1,S Estamparia,CHASSI,#REF!,493132-1;
21/06/2024,430468,GMS C.Plasma,447134,,REF. TRANSV. DIANT. CHASSI     UVA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",300,94,1,10,1,Sem Processo,CHASSI,#REF!,447134-1;
21/06/2024,430468,GMS C.Plasma,464806,,ENGATE COMBOIO            U4,126706 - AÇO CHATO LAM 5/8 X 2.1/2 SAE-1020,205,"63,5",1,11,1,S Estamparia,CHASSI,#REF!,464806-1;
21/06/2024,430468,GMS C.Guilhotinas,442355,,TRANSV CENTRAL - CHASSI     UVA,"120250 - CHAPA #11(3,04) A36/CIVIL300",590,160,1,22,1,S Estamparia,CHASSI,#REF!,442355-1;
21/06/2024,430468,GMS C.Guilhotinas,433846,,REFORÇO LONGARINA CHASSI     UVA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",400,128,2,19,2,S Estamparia,CHASSI,#REF!,433846-2;
22/08/2024,436008,GMS C.Serras,434656,,PONTA EIXO-CUBO FORJ  (00)F6,110980 - ACO LAMINADO RED 1.3/4    1045,306,"44,45",2,116,2,S Usinagem,EIXO,#REF!,434656-2;
22/08/2024,436008,GMS C.Serras,476936,,"SUPORTE FIXACAO EIXO FA3,5F","120650 - CHAPA GQ   5/16(7,94)     1010",,,2,1,2,S Estamparia,EIXO,#REF!,476936-2;
22/08/2024,436008,GMS C.Serras,025575,,CORPO DO EIXO RS - MFI/FB,134017NAC - TUBO RETANGULAR 150 X 100 X 6.35 X 6000,1434,,1,0,1,S Estamparia,EIXO,#REF!,25575-1;
22/08/2024,436008,GMS C.Serras,025696,,COMPLEMENTO DO ESPAÇADOR - EIXO FAMFI/FB (JAN/2014...),134062NAC - TUBO RETANGULAR 100 X 50 X 3.75 X 6300 mm,85,,2,0,2,Sem Processo,EIXO,#REF!,25696-2;
22/08/2024,436008,GMS C.Plasma,025697,,ESPAÇADOR - EIXO FAMFI/FB (JAN/2014...),"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",322,157,2,8,2,S Estamparia,EIXO,#REF!,25697-2;
22/08/2024,436008,GMS C.Plasma,032402,,"FECHAMENTO _ EIXO DIANTEIRO-TRASEIRO-BALANCIM _ FA-FTC-CBH-CBHM 4,0T-6,0T","120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",235,96,2,313,2,S Estamparia,EIXO,#REF!,32402-2;
22/08/2024,436008,GMS C.Plasma,412661,,ARRUELA P/RET - EIXO (C) F6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,0,2,S Usinagem,EIXO,#REF!,412661-2;
22/08/2024,436008,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
22/07/2024,439721,GMS C.Serras,483254,,CORPO PINO TRAS BAL   TANDEM  FA4/6,"112306 - ACO TREF. RED. SAE-1045 - 1.1/4""",168,"31,75",1,88,1,S Usinagem,CONJ INTERMED,#REF!,483254-1;
20/06/2024,440036,GMS Prensas,494331,,"PARAF DE CENTRO 3/8""X5"" CAR","112458 - ACO TREF. RED. SAE-1020 - 3/8""",138,,1,2,1,S Forjaria,CHASSI,#REF!,494331-1;
20/06/2024,440036,GMS Prensas,494343,,"REBITE 3/8""X3/4""F/MOLA    CAR","112458 - ACO TREF. RED. SAE-1020 - 3/8""",35,"9,52",2,0,2,S Forjaria,CHASSI,#REF!,494343-2;
20/06/2024,440036,GMS Prensas,440449,,LAMINA MEST- 980MM  F/M 8L,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160",980,"50,8",1,50,1,S Forjaria,CHASSI,#REF!,440449-1;
20/06/2024,440036,GMS Prensas,440450,,LAMINA CONT MEST 890-F/M 8L,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160",890,"50,8",1,10,1,S Forjaria,CHASSI,#REF!,440450-1;
20/06/2024,440036,GMS Prensas,440462,,LAMINA N 3 - 840MM  F/M   CAR,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160",840,"50,8",1,10,1,S Forjaria,CHASSI,#REF!,440462-1;
20/06/2024,440036,GMS Prensas,440747,,LAMINA N 4 - 670MM  F/M   CAR,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160",670,"50,8",1,6,1,S Forjaria,CHASSI,#REF!,440747-1;
20/06/2024,440036,GMS Prensas,440486,,LAMINA N 5 - 515MM  F/M   CAR,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160",515,"50,8",1,0,1,S Forjaria,CHASSI,#REF!,440486-1;
20/06/2024,440036,GMS Prensas,440528,,LAMINA N 9 - 480MM C FEIX CAR,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160",475,"50,8",1,0,1,S Forjaria,CHASSI,#REF!,440528-1;
20/06/2024,440036,GMS Prensas,440735,,LAMINA N10 C/FEIXE  F/M   CAR,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160",415,"50,8",1,0,1,S Forjaria,CHASSI,#REF!,440735-1;
20/06/2024,440036,GMS Prensas,440759,,LAMINA N 6 - 360MM  F/M   CAR,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160",360,"50,8",1,0,1,S Forjaria,CHASSI,#REF!,440759-1;
20/06/2024,440036,GMS Prensas,440541,,LAMINA N 11- 320MM C FEIX CAR,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160",320,"50,8",1,0,1,S Forjaria,CHASSI,#REF!,440541-1;
20/06/2024,440036,GMS Prensas,440504,,LAMINA N 7 - 250MM  F/M   CAR,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160",250,"50,8",1,0,1,S Forjaria,CHASSI,#REF!,440504-1;
20/06/2024,440036,GMS Prensas,440553,,LAMINA N 13- 220MM  F/M 13L,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160",220,"50,8",1,0,1,S Forjaria,CHASSI,#REF!,440553-1;
20/06/2024,440036,GMS Prensas,440516,,LAMINA N 8 - 180MM  F/M   CAR,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160",180,"50,8",1,0,1,S Forjaria,CHASSI,#REF!,440516-1;
20/06/2024,440036,GMS Prensas,440565,,LAMINA N 13- 120MM C FEIX CAR,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160",120,"50,8",1,0,1,S Forjaria,CHASSI,#REF!,440565-1;
20/06/2024,440036,GMS C.Plasma,415005,,ABRACAD P/FEIXE MOLAS-ROD U4P4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",190,22,2,302,2,S Estamparia,CHASSI,#REF!,415005-2;
20/06/2024,440036,GMS C.Plasma,415080,,ABRACAD CONTRA-FEIXE MOLA P4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,0,2,S Estamparia,CHASSI,#REF!,415080-2;
20/06/2024,440036,GMS C.Guilhotinas,493983,,BUCHA FLUTUANTE P/F MOLA  CAR,"120250 - CHAPA #11(3,04) A36/CIVIL300","73,8",49,2,0,2,S Estamparia,CHASSI,#REF!,493983-2;
05/07/2024,450133,GMS C.Serras,443876,,CORPO DO PINO TRAS.     UVA,"112306 - ACO TREF. RED. SAE-1045 - 1.1/4""",153,"31,75",1,2,1,S Usinagem,CONJ INTERMED,#REF!,443876-1;
11/06/2024,450789,GMS Prensas,410251,,ENGATE DOBRAD - CHASSI    C2,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",110,"12,7",10,539,10,S Estamparia,PLAT / CAÇAM.,#REF!,410251-10;
11/06/2024,450789,GMS C.Serras,425874,,PINO DA TRAVA         CBHM,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",135,"19,05",2,216,2,S Usinagem,PLAT / CAÇAM.,#REF!,425874-2;
11/06/2024,450789,GMS C.Serras,425795,,APOIO BUCHA GUIA    CBHM,"120157 - CHAPA GQ   3/8 (9,53)     1010",55,30,2,1157,2,Sem Processo,PLAT / CAÇAM.,#REF!,425795-2;
11/06/2024,450789,GMS C.Serras,425734,,TRANSV SUP CILINDRO    PLAT  CBHM,134055NAC - TUBO QUADRADO 120 X 120 X 8.00,540,,1,34,1,Sem Processo,PLAT / CAÇAM.,#REF!,425734-1;
11/06/2024,450789,GMS C.Serras,425783,,BUCHA GUIA    CBHM,134132 - TUBO MECANICO  32 X  20  ST-52,55,32,2,74,2,Sem Processo,PLAT / CAÇAM.,#REF!,425783-2;
11/06/2024,450789,GMS C.Serras,030338,,MANCAL - PLATAFORMA M17 (4T) CBH/CBHM,134212 - TUBO MECANICO  56 X  40  ST-52,57,,2,260,2,S Usinagem,PLAT / CAÇAM.,#REF!,30338-2;
11/06/2024,450789,GMS C.Plasma,460709,,TRANSV FRONTAL - PLAT (3500/5000) CBHM,"120133 - CHAPA FQ #14 (1,20 x 5,60m) 1010",1690,360,1,477,1,S Estamparia,PLAT / CAÇAM.,#REF!,460709-1;
11/06/2024,450789,GMS C.Plasma,034249,,REFORÇO INFERIOR 2 [PLATAFORMA - CBHM],"120136 - BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300",410,116,5,734,5,S Estamparia,PLAT / CAÇAM.,#REF!,34249-5;
11/06/2024,450789,GMS C.Plasma,034252,,REFORÇO INFERIOR 1 [PLATAFORMA - CBHM],"120136 - BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300",240,116,3,0,3,S Estamparia,PLAT / CAÇAM.,#REF!,34252-3;
11/06/2024,450789,GMS C.Plasma,450870,,LONGARINA - PLATAF (6000) CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",3696,252,2,3,2,S Estamparia,PLAT / CAÇAM.,#REF!,450870-2;
11/06/2024,450789,GMS C.Plasma,450856,,REFORCO CENTRAL - PLATAF (6000) CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",1420,260,2,4,2,S Estamparia,PLAT / CAÇAM.,#REF!,450856-2;
11/06/2024,450789,GMS C.Plasma,030506,,TRANSVERSINA DIANT/TRAS - CHASSI DA PLATAFORMA CBH/CBHM 6T 2E,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",657,216,1,12,1,S Estamparia,PLAT / CAÇAM.,#REF!,30506-1;
11/06/2024,450789,GMS C.Plasma,450868,,SUP COL CENTRAL - PLATAF (6000) CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",201,140,2,65,2,S Estamparia,PLAT / CAÇAM.,#REF!,450868-2;
11/06/2024,450789,GMS C.Plasma,409959,,SUPORTE DA COLUNA          CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",146,140,4,256,4,S Estamparia,PLAT / CAÇAM.,#REF!,409959-4;
11/06/2024,450789,GMS C.Plasma,032553,,TRANSVERSINA TRASEIRA [PLATAFORMA - CBHM 5000/6000],"120250 - CHAPA #11(3,04) A36/CIVIL300",1690,411,1,23,1,S Estamparia,PLAT / CAÇAM.,#REF!,32553-1;
11/06/2024,450789,GMS C.Plasma,450832,,PISO DIREITO          - PLATAF (6000) CBHM,"120255 - CHAPA FQ #13 (1,20 x 3,51m) 1010",3490,1206,1,1,1,S Estamparia,PLAT / CAÇAM.,#REF!,450832-1;
11/06/2024,450789,GMS C.Plasma,018181,,PISO ESQUERDO   PLATAF (6000) CBHM,"120255 - CHAPA FQ #13 (1,20 x 3,51m) 1010",3490,830,1,2,1,S Estamparia,PLAT / CAÇAM.,#REF!,18181-1;
11/06/2024,450789,GMS C.Plasma,446841,,REFORCO              CHASSI (M98)  F4/6,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",,,2,274,2,S Estamparia,PLAT / CAÇAM.,#REF!,446841-2;
11/06/2024,450789,GMS C.Plasma,480009,,ANILHO MOLA POCIS       CBH/CBHM,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",,,2,2186,2,S C Guilhotina,PLAT / CAÇAM.,#REF!,480009-2;
11/06/2024,450789,GMS C.Plasma,425760,,SUPORTE DO CILINDRO       CBHM,"120352 - CHAPA GQ   1/2 (12,7)     1010",87,80,4,782,4,Sem Processo,PLAT / CAÇAM.,#REF!,425760-4;
11/06/2024,450789,GMS C.Plasma,026416,,CORPO DA TRAVA CBH/CBHM 4/6,"120352 - CHAPA GQ   1/2 (12,7)     1010",,,2,173,2,S Mont Sistemas Carretas,PLAT / CAÇAM.,#REF!,26416-2;
11/06/2024,450789,GMS C.Guilhotinas,425849,,COMPLEM TRANSV TRASEIRA   CBHM,"120134 - BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300",,,4,1376,4,S Estamparia,PLAT / CAÇAM.,#REF!,425849-4;
11/06/2024,450789,GMS C.Guilhotinas,490313,,REFORÇO TRAVA T TRAS -  ACESS  CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",295,30,2,76,2,S Estamparia,PLAT / CAÇAM.,#REF!,490313-2;
11/06/2024,450789,GMS C.Guilhotinas,018016,,REFORCO SUPORTE COL CEN (6000) CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,70,2,142,2,S Estamparia,PLAT / CAÇAM.,#REF!,18016-2;
11/06/2024,450789,GMS C.Guilhotinas,425801,,GUIA DA PLATAFORMA    CBHM,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,2,520,2,S Estamparia,PLAT / CAÇAM.,#REF!,425801-2;
11/06/2024,450789,GMS C.Guilhotinas,460680,,TRANSV CENTRAL - PLAT (3500/5000) CBHM,"120273 - CHAPA FQ  3,75mm. SAE-1006",1794,148,5,103,5,S Estamparia,PLAT / CAÇAM.,#REF!,460680-5;
11/06/2024,450789,GMS C.Guilhotinas,460679,,TRANSV MENOR - PLAT (3500/5000)  CBHM,"120273 - CHAPA FQ  3,75mm. SAE-1006",615,148,2,169,2,S Estamparia,PLAT / CAÇAM.,#REF!,460679-2;
11/06/2024,450789,GMS C.Guilhotinas,450790,,TRANSV N3 - PLATAF (6000) CBHM,"120273 - CHAPA FQ  3,75mm. SAE-1006",564,148,2,22,2,S Estamparia,PLAT / CAÇAM.,#REF!,450790-2;
11/06/2024,450789,GMS C.Guilhotinas,450819,,TRANSV N1 - PLATAF (6000) CBHM,"120273 - CHAPA FQ  3,75mm. SAE-1006",540,148,1,18,1,S Estamparia,PLAT / CAÇAM.,#REF!,450819-1;
01/12/2024,453225,GMS C.Serras,464879,,EMBOLO CHASSI CBHM/ICAM,110346 - ACO LAMINADO RED 2        1020,170,,1,81,1,S Usinagem,IÇAMENTO,#REF!,464879-1;
01/12/2024,453225,GMS C.Serras,464855,,LUVA ENGATE    - CHASSI    CBH,"126755 - AÇO CHATO LAM 1"" X 3"" SAE-1020",427,"76,2",1,300,1,S Forjaria,IÇAMENTO,#REF!,464855-1;
01/12/2024,453225,GMS C.Serras,464880,,BUCHA EMBOLO - CHASSI CBHM/ICAM FA,"134144 - TUBO SCHEDULLE 80 - 2"" C/C",103,"60,3",1,92,1,Sem Processo,IÇAMENTO,#REF!,464880-1;
01/12/2024,453225,GMS C.Serras,030327,,TUBO FIXO MACACO M17 CHASSI CBHM/CBH,134157 - TUBO MECANICO  50 X  32  ST-52,54,,1,40,1,S Usinagem,IÇAMENTO,#REF!,30327-1;
01/12/2024,453225,GMS C.Plasma,030381,,FIXADOR MACACO M17 CHASSI CBHM/CBH,"120157 - CHAPA GQ   3/8 (9,53)     1010",100,135,1,93,1,S Usinagem,IÇAMENTO,#REF!,30381-1;
