1o. Agrupamento,REFERENTE AO,2o. Agrupamento,Recurso,COR,Descrição,Matéria Prima,Compr,Largu,Quant,Saldo,Pendente,Etapa Seguinte,setor,setor_novo,
01/12/2024,453225,GMS C.Plasma,431242,,ABRAÇADEIRA TRAS. IÇAM.    UVA,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",240,210,1,5,1,Sem Processo,IÇAMENTO,#REF!,431242-1;
01/12/2024,453225,GMS C.Plasma,463371,,ABRAÇADEIRA DIANT. IÇAM.    UVA,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",240,138,1,8,1,S Estamparia,IÇAMENTO,#REF!,463371-1;
01/12/2024,453225,GMS C.Plasma,439009,,HASTE DE TRACAO - ICAM (M98)  FP2,"120250 - CHAPA #11(3,04) A36/CIVIL300",1800,484,1,0,1,S Estamparia,IÇAMENTO,#REF!,439009-1;
01/12/2024,453225,GMS C.Plasma,459501,,FECHAM DIANTEIRO - ICAM (M98)  C2/FP2,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",190,110,2,7,2,S Estamparia,IÇAMENTO,#REF!,459501-2;
01/12/2024,453225,GMS C.Guilhotinas,025241,,REFORÇO DA BUCHA DO MACACO - ICAM FA,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",100,100,3,80,3,Sem Processo,IÇAMENTO,#REF!,25241-3;
01/12/2024,453225,GMS C.Guilhotinas,439046,,REFORCO  - ICAM (M98)   C2/FP2,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",200,200,1,8,1,S Estamparia,IÇAMENTO,#REF!,439046-1;
01/12/2024,453225,GMS C.Guilhotinas,412168,,ARRUELA ENCOSTO - ICAM    U6T,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",70,70,1,51,1,S Estamparia,IÇAMENTO,#REF!,412168-1;
09/01/2025,460382,GMS C.Plasma,018338,,ENGATE S/TRAVA -  GRADES  CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,,2,575,2,S Estamparia,LATERAL,#REF!,18338-2;
09/01/2025,460382,GMS C.Plasma,460394,,CHAP GRADE DIANT 45 CM (5000)  CBH,"120267 - CHAPA FQ #14 (1,20 x 3,50m) 1010",1686,595,1,10,1,S Estamparia,LATERAL,#REF!,460394-1;
09/01/2025,460382,GMS C.Plasma,425953,,FECHAMENTO LAT GRADE 45 CM  CBHM,"120273 - CHAPA FQ  3,75mm. SAE-1006",446,95,2,389,2,S Estamparia,LATERAL,#REF!,425953-2;
17/08/2024,460576,GMS C.Serras,405980,,PONTA EIXO      FA4/CBHM,110012 - ACO LAMINADO RED 2.1/2    1045,360,"63,5",2,220,2,S Usinagem,EIXO,#REF!,405980-2;
17/08/2024,460576,GMS C.Serras,025547,,CORPO DO EIXO CBH/CBHM5000...10000 (NOV13...),134017NAC - TUBO RETANGULAR 150 X 100 X 6.35 X 6000,1498,,1,44,1,S Estamparia,EIXO,#REF!,25547-1;
17/08/2024,460576,GMS C.Plasma,409741,,SAPATA CHASSI              CBHM,"120157 - CHAPA GQ   3/8 (9,53)     1010",210,165,2,104,2,Sem Processo,EIXO,#REF!,409741-2;
17/08/2024,460576,GMS C.Plasma,032402,,"FECHAMENTO _ EIXO DIANTEIRO-TRASEIRO-BALANCIM _ FA-FTC-CBH-CBHM 4,0T-6,0T","120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",235,96,2,313,2,S Estamparia,EIXO,#REF!,32402-2;
17/08/2024,460576,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
16/11/2024,460588,GMS C.Serras,405980,,PONTA EIXO      FA4/CBHM,110012 - ACO LAMINADO RED 2.1/2    1045,360,"63,5",2,220,2,S Usinagem,EIXO,#REF!,405980-2;
16/11/2024,460588,GMS C.Serras,025626,,CORPO DO EIXO - RS CBHM 4500,134017NAC - TUBO RETANGULAR 150 X 100 X 6.35 X 6000,1117,,1,0,1,S Estamparia,EIXO,#REF!,25626-1;
16/11/2024,460588,GMS C.Plasma,409741,,SAPATA CHASSI              CBHM,"120157 - CHAPA GQ   3/8 (9,53)     1010",210,165,2,104,2,Sem Processo,EIXO,#REF!,409741-2;
16/11/2024,460588,GMS C.Plasma,025698,,FECHAMENTO DO EIXO - CBHM 4500,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,,2,9,2,S Estamparia,EIXO,#REF!,25698-2;
16/11/2024,460588,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
11/09/2024,460722,GMS C.Serras,405980,,PONTA EIXO      FA4/CBHM,110012 - ACO LAMINADO RED 2.1/2    1045,360,"63,5",2,220,2,S Usinagem,EIXO,#REF!,405980-2;
11/09/2024,460722,GMS C.Serras,025547,,CORPO DO EIXO CBH/CBHM5000...10000 (NOV13...),134017NAC - TUBO RETANGULAR 150 X 100 X 6.35 X 6000,1498,,1,44,1,S Estamparia,EIXO,#REF!,25547-1;
11/09/2024,460722,GMS C.Plasma,025655,,SAPATA DO EIXO C/MOLA CBH/CBHM (NOV13...),"120157 - CHAPA GQ   3/8 (9,53)     1010",180,100,2,41,2,S Estamparia,EIXO,#REF!,25655-2;
11/09/2024,460722,GMS C.Plasma,032402,,"FECHAMENTO _ EIXO DIANTEIRO-TRASEIRO-BALANCIM _ FA-FTC-CBH-CBHM 4,0T-6,0T","120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",235,96,2,313,2,S Estamparia,EIXO,#REF!,32402-2;
11/09/2024,460722,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
19/08/2024,460989,GMS C.Serras,405980,,PONTA EIXO      FA4/CBHM,110012 - ACO LAMINADO RED 2.1/2    1045,360,"63,5",2,220,2,S Usinagem,EIXO,#REF!,405980-2;
19/08/2024,460989,GMS C.Serras,427986,,CORPO VARAO FRENAGEM   5000  CBHM,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",627,"19,05",2,27,2,S Usinagem,EIXO,#REF!,427986-2;
19/08/2024,460989,GMS C.Serras,466815,,CORPO VARAO ACION FREIO (5000) - CBH,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",348,"19,05",1,95,1,S Usinagem,EIXO,#REF!,466815-1;
19/08/2024,460989,GMS C.Serras,025604,,PINO SUPORTE FREIO-EIXO (NOV13...),"112434 - ACO TREF. RED. SAE-1020 - 3/4""",85,,2,7,2,S Usinagem,EIXO,#REF!,25604-2;
19/08/2024,460989,GMS C.Serras,444698,,PINO COMPLEM EIXO-E TRAS  F4CC,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",69,,2,55,2,S Usinagem,EIXO,#REF!,444698-2;
19/08/2024,460989,GMS C.Serras,025547,,CORPO DO EIXO CBH/CBHM5000...10000 (NOV13...),134017NAC - TUBO RETANGULAR 150 X 100 X 6.35 X 6000,1498,,1,44,1,S Estamparia,EIXO,#REF!,25547-1;
19/08/2024,460989,GMS C.Plasma,025655,,SAPATA DO EIXO C/MOLA CBH/CBHM (NOV13...),"120157 - CHAPA GQ   3/8 (9,53)     1010",180,100,2,41,2,S Estamparia,EIXO,#REF!,25655-2;
19/08/2024,460989,GMS C.Plasma,466050,,COMANDO VAROES - FREIO    CAR,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",132,40,2,32,2,Sem Processo,EIXO,#REF!,466050-2;
19/08/2024,460989,GMS C.Plasma,436884,,COMPLEM EXCENT - EIXO TRAS F4C,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",67,40,2,61,2,S Estamparia,EIXO,#REF!,436884-2;
19/08/2024,460989,GMS C.Plasma,459574,,TAMBOR FREIO - EIXO       F6F5,"120250 - CHAPA #11(3,04) A36/CIVIL300",328,328,2,62,2,S Usinagem,EIXO,#REF!,459574-2;
19/08/2024,460989,GMS C.Plasma,032402,,"FECHAMENTO _ EIXO DIANTEIRO-TRASEIRO-BALANCIM _ FA-FTC-CBH-CBHM 4,0T-6,0T","120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",235,96,2,313,2,S Estamparia,EIXO,#REF!,32402-2;
19/08/2024,460989,GMS C.Plasma,025588,,SUPORTE FREIO-EIXO (NOV13...),"120352 - CHAPA GQ   1/2 (12,7)     1010",127,117,2,118,2,Sem Processo,EIXO,#REF!,25588-2;
19/08/2024,460989,GMS C.Plasma,453341,,SUP VARAO FRENAG - FREIO U6P,"120650 - CHAPA GQ   5/16(7,94)     1010",45,40,2,948,2,Sem Processo,EIXO,#REF!,453341-2;
19/08/2024,460989,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
19/08/2024,460989,GMS Corte Manual,428360,,ELO CORRENTE COMPLEM-CARR C2,226105 - CORRENTE ELO 3/16 F. POLIDO,,,1,0,1,S C Guilhotina,EIXO,#REF!,428360-1;
30/11/2024,462767,GMS Prensas,443359,,PINO TRAVA RÉ [CBH/CBHM/F/FA/FTC],"112203 - ACO TREF. RED. SAE-1020 - 1/2""",65,"12,7",1,0,1,S Usinagem,IÇAMENTO,#REF!,443359-1;
30/11/2024,462767,GMS C.Serras,466724,,EMBOLO COM FREIO - CBHM,110346 - ACO LAMINADO RED 2        1020,290,"50,8",1,57,1,S Usinagem,IÇAMENTO,#REF!,466724-1;
30/11/2024,462767,GMS C.Serras,464855,,LUVA ENGATE    - CHASSI    CBH,"126755 - AÇO CHATO LAM 1"" X 3"" SAE-1020",427,"76,2",1,300,1,S Forjaria,IÇAMENTO,#REF!,464855-1;
30/11/2024,462767,GMS C.Serras,464880,,BUCHA EMBOLO - CHASSI CBHM/ICAM FA,"134144 - TUBO SCHEDULLE 80 - 2"" C/C",103,"60,3",1,92,1,Sem Processo,IÇAMENTO,#REF!,464880-1;
30/11/2024,462767,GMS C.Serras,030327,,TUBO FIXO MACACO M17 CHASSI CBHM/CBH,134157 - TUBO MECANICO  50 X  32  ST-52,54,,1,40,1,S Usinagem,IÇAMENTO,#REF!,30327-1;
30/11/2024,462767,GMS C.Plasma,030381,,FIXADOR MACACO M17 CHASSI CBHM/CBH,"120157 - CHAPA GQ   3/8 (9,53)     1010",100,135,1,93,1,S Usinagem,IÇAMENTO,#REF!,30381-1;
30/11/2024,462767,GMS C.Plasma,025660,,TRANSVERSINA ICAMENTO (M98) FA (NOV13...),"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",440,290,1,9,1,S Estamparia,IÇAMENTO,#REF!,25660-1;
30/11/2024,462767,GMS C.Plasma,410214,,"PORTA ALAV COMANDO - ICAM A3,5","120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",80,72,2,226,2,S Estamparia,IÇAMENTO,#REF!,410214-2;
30/11/2024,462767,GMS C.Plasma,025664,,HASTE TRACAO C/F (M98) - FA FB (NOV13...),"120273 - CHAPA FQ  3,75mm. SAE-1006",1800,580,1,0,1,S Estamparia,IÇAMENTO,#REF!,25664-1;
30/11/2024,462767,GMS C.Plasma,025662,,FECHAM DIANTEIRO ICAM (M98) FA (NOV13...),"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",274,158,1,62,1,S Estamparia,IÇAMENTO,#REF!,25662-1;
30/11/2024,462767,GMS C.Plasma,439277,,REFORCO ICAMENTO (M98)  FA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",242,150,1,40,1,S Estamparia,IÇAMENTO,#REF!,439277-1;
30/11/2024,462767,GMS C.Plasma,025661,,SUPORTE ENGATE ICAM (M98) FA (NOV13...),"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",158,122,1,159,1,Sem Processo,IÇAMENTO,#REF!,25661-1;
30/11/2024,462767,GMS C.Plasma,483023,,FECHAM LATERAL ICAM (M98) FA/CBHM,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",134,36,2,12873,2,Sem Processo,IÇAMENTO,#REF!,483023-2;
30/11/2024,462767,GMS C.Plasma,459252,,TRAVA RÉ [CBH/CBHM/F/FA/FTC],"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010","117,5",68,1,2519,1,S Estamparia,IÇAMENTO,#REF!,459252-1;
30/11/2024,462767,GMS C.Plasma,414426,,"PORTA TRAVA RE  FA3,5FBS","120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",83,26,1,137,1,S Estamparia,IÇAMENTO,#REF!,414426-1;
30/11/2024,462767,GMS C.Plasma,025243,,ORELHA  ICAMENTO (M98)  FA (NOV13...),"120650 - CHAPA GQ   5/16(7,94)     1010",230,,2,64,2,S Estamparia,IÇAMENTO,#REF!,25243-2;
30/11/2024,462767,GMS C.Plasma,454278,,SUPORTE TRAVAM ICAM (M98) FA,"120650 - CHAPA GQ   5/16(7,94)     1010",115,74,1,80,1,S Estamparia,IÇAMENTO,#REF!,454278-1;
30/11/2024,462767,GMS C.Guilhotinas,025241,,REFORÇO DA BUCHA DO MACACO - ICAM FA,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",100,100,2,80,2,Sem Processo,IÇAMENTO,#REF!,25241-2;
30/11/2024,462767,GMS C.Guilhotinas,424675,,"ARRUELA LISA 7/8"" - ESP 1/4"" - MACACO  CARR","120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",50,50,1,312,1,S Estamparia,IÇAMENTO,#REF!,424675-1;
30/11/2024,462767,GMS C.Guilhotinas,412340,,"ARRUELA N 1 EMBOLO - FREIO A3,","120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,60,2,0,2,S Estamparia,IÇAMENTO,#REF!,412340-2;
30/11/2024,462767,GMS C.Guilhotinas,459732,,TRAVA           ICAM  (M98) FA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",70,40,1,0,1,S Estamparia,IÇAMENTO,#REF!,459732-1;
30/11/2024,462767,GMS C.Guilhotinas,441880,,REFORCO TRAVA ICAM (M98)  FA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",40,40,2,0,2,S Estamparia,IÇAMENTO,#REF!,441880-2;
30/11/2024,462767,GMS Corte Manual,428360,,ELO CORRENTE COMPLEM-CARR C2,226105 - CORRENTE ELO 3/16 F. POLIDO,,,2,0,2,S C Guilhotina,IÇAMENTO,#REF!,428360-2;
17/11/2024,464922,GMS C.Serras,405980,,PONTA EIXO      FA4/CBHM,110012 - ACO LAMINADO RED 2.1/2    1045,360,"63,5",2,220,2,S Usinagem,EIXO,#REF!,405980-2;
17/11/2024,464922,GMS C.Serras,427986,,CORPO VARAO FRENAGEM   5000  CBHM,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",627,"19,05",2,27,2,S Usinagem,EIXO,#REF!,427986-2;
17/11/2024,464922,GMS C.Serras,466815,,CORPO VARAO ACION FREIO (5000) - CBH,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",348,"19,05",1,95,1,S Usinagem,EIXO,#REF!,466815-1;
17/11/2024,464922,GMS C.Serras,025604,,PINO SUPORTE FREIO-EIXO (NOV13...),"112434 - ACO TREF. RED. SAE-1020 - 3/4""",85,,2,7,2,S Usinagem,EIXO,#REF!,25604-2;
17/11/2024,464922,GMS C.Serras,444698,,PINO COMPLEM EIXO-E TRAS  F4CC,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",69,,2,55,2,S Usinagem,EIXO,#REF!,444698-2;
17/11/2024,464922,GMS C.Serras,025547,,CORPO DO EIXO CBH/CBHM5000...10000 (NOV13...),134017NAC - TUBO RETANGULAR 150 X 100 X 6.35 X 6000,1498,,1,44,1,S Estamparia,EIXO,#REF!,25547-1;
17/11/2024,464922,GMS C.Plasma,409741,,SAPATA CHASSI              CBHM,"120157 - CHAPA GQ   3/8 (9,53)     1010",210,165,2,104,2,Sem Processo,EIXO,#REF!,409741-2;
17/11/2024,464922,GMS C.Plasma,466050,,COMANDO VAROES - FREIO    CAR,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",132,40,2,32,2,Sem Processo,EIXO,#REF!,466050-2;
17/11/2024,464922,GMS C.Plasma,436884,,COMPLEM EXCENT - EIXO TRAS F4C,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",67,40,2,61,2,S Estamparia,EIXO,#REF!,436884-2;
17/11/2024,464922,GMS C.Plasma,459574,,TAMBOR FREIO - EIXO       F6F5,"120250 - CHAPA #11(3,04) A36/CIVIL300",328,328,2,62,2,S Usinagem,EIXO,#REF!,459574-2;
17/11/2024,464922,GMS C.Plasma,032402,,"FECHAMENTO _ EIXO DIANTEIRO-TRASEIRO-BALANCIM _ FA-FTC-CBH-CBHM 4,0T-6,0T","120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",235,96,2,313,2,S Estamparia,EIXO,#REF!,32402-2;
17/11/2024,464922,GMS C.Plasma,025588,,SUPORTE FREIO-EIXO (NOV13...),"120352 - CHAPA GQ   1/2 (12,7)     1010",127,117,2,118,2,Sem Processo,EIXO,#REF!,25588-2;
17/11/2024,464922,GMS C.Plasma,453341,,SUP VARAO FRENAG - FREIO U6P,"120650 - CHAPA GQ   5/16(7,94)     1010",45,40,2,948,2,Sem Processo,EIXO,#REF!,453341-2;
17/11/2024,464922,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
17/11/2024,464922,GMS Corte Manual,428360,,ELO CORRENTE COMPLEM-CARR C2,226105 - CORRENTE ELO 3/16 F. POLIDO,,,1,0,1,S C Guilhotina,EIXO,#REF!,428360-1;
08/01/2025,466529,GMS Prensas,425977,,FEMEA ENGATE  -  GRADES  CBHM,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",172,"12,7",3,863,3,S Estamparia,LATERAL,#REF!,425977-3;
08/01/2025,466529,GMS C.Plasma,018338,,ENGATE S/TRAVA -  GRADES  CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,,3,575,3,S Estamparia,LATERAL,#REF!,18338-3;
08/01/2025,466529,GMS C.Plasma,466578,,FECHAM LAT GRADE 60 CM (3500)  CBH,"120273 - CHAPA FQ  3,75mm. SAE-1006",600,95,2,5,2,S Estamparia,LATERAL,#REF!,466578-2;
08/01/2025,466529,GMS C.Guilhotinas,429764,,APOIO FEMEA ENG  -  GRADES  CBHM,"120273 - CHAPA FQ  3,75mm. SAE-1006",85,52,3,2108,3,S Estamparia,LATERAL,#REF!,429764-3;
08/01/2025,466529,GMS C.Guilhotinas,466566,,CHAPEM GRADE LAT 60CM  (3500) CBH,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,,,1,3,1,S Estamparia,LATERAL,#REF!,466566-1;
06/04/2024,466621,GMS Prensas,425977,,FEMEA ENGATE  -  GRADES  CBHM,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",172,"12,7",2,863,2,S Estamparia,LATERAL,#REF!,425977-2;
06/04/2024,466621,GMS C.Plasma,018338,,ENGATE S/TRAVA -  GRADES  CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,,2,575,2,S Estamparia,LATERAL,#REF!,18338-2;
06/04/2024,466621,GMS C.Plasma,466578,,FECHAM LAT GRADE 60 CM (3500)  CBH,"120273 - CHAPA FQ  3,75mm. SAE-1006",600,95,2,5,2,S Estamparia,LATERAL,#REF!,466578-2;
06/04/2024,466621,GMS C.Guilhotinas,429764,,APOIO FEMEA ENG  -  GRADES  CBHM,"120273 - CHAPA FQ  3,75mm. SAE-1006",85,52,2,2108,2,S Estamparia,LATERAL,#REF!,429764-2;
06/04/2024,466621,GMS C.Guilhotinas,466633,,CHAPEM GRADE DIANT 60CM  (3500) CBH,"120277 - CHAPA FQ #14 (1,50 x 4,00m) 1010",,,1,10,1,S Estamparia,LATERAL,#REF!,466633-1;
15/11/2024,466657,GMS C.Serras,405980,,PONTA EIXO      FA4/CBHM,110012 - ACO LAMINADO RED 2.1/2    1045,360,"63,5",2,220,2,S Usinagem,EIXO,#REF!,405980-2;
15/11/2024,466657,GMS C.Serras,429995,,CORPO VARAO FREN - EIXO   F4CC,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",458,"19,05",2,1,2,S Usinagem,EIXO,#REF!,429995-2;
15/11/2024,466657,GMS C.Serras,466797,,CORPO VARAO ACION FREIO (4500RD) - CBH,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",205,"19,05",1,10,1,S Usinagem,EIXO,#REF!,466797-1;
15/11/2024,466657,GMS C.Serras,025604,,PINO SUPORTE FREIO-EIXO (NOV13...),"112434 - ACO TREF. RED. SAE-1020 - 3/4""",85,,2,7,2,S Usinagem,EIXO,#REF!,25604-2;
15/11/2024,466657,GMS C.Serras,444698,,PINO COMPLEM EIXO-E TRAS  F4CC,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",69,,2,55,2,S Usinagem,EIXO,#REF!,444698-2;
15/11/2024,466657,GMS C.Serras,025623,,CORPO DO EIXO RD - CBHM 4500,134017NAC - TUBO RETANGULAR 150 X 100 X 6.35 X 6000,998,,1,7,1,S Estamparia,EIXO,#REF!,25623-1;
15/11/2024,466657,GMS C.Plasma,409741,,SAPATA CHASSI              CBHM,"120157 - CHAPA GQ   3/8 (9,53)     1010",210,165,2,104,2,Sem Processo,EIXO,#REF!,409741-2;
15/11/2024,466657,GMS C.Plasma,466050,,COMANDO VAROES - FREIO    CAR,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",132,40,2,32,2,Sem Processo,EIXO,#REF!,466050-2;
15/11/2024,466657,GMS C.Plasma,436884,,COMPLEM EXCENT - EIXO TRAS F4C,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",67,40,2,61,2,S Estamparia,EIXO,#REF!,436884-2;
15/11/2024,466657,GMS C.Plasma,025698,,FECHAMENTO DO EIXO - CBHM 4500,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,,2,9,2,S Estamparia,EIXO,#REF!,25698-2;
15/11/2024,466657,GMS C.Plasma,459574,,TAMBOR FREIO - EIXO       F6F5,"120250 - CHAPA #11(3,04) A36/CIVIL300",328,328,2,62,2,S Usinagem,EIXO,#REF!,459574-2;
15/11/2024,466657,GMS C.Plasma,025588,,SUPORTE FREIO-EIXO (NOV13...),"120352 - CHAPA GQ   1/2 (12,7)     1010",127,117,2,118,2,Sem Processo,EIXO,#REF!,25588-2;
15/11/2024,466657,GMS C.Plasma,453341,,SUP VARAO FRENAG - FREIO U6P,"120650 - CHAPA GQ   5/16(7,94)     1010",45,40,2,948,2,Sem Processo,EIXO,#REF!,453341-2;
15/11/2024,466657,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
15/11/2024,466657,GMS C.Guilhotinas,454667,,PORTA CORRENTE - ICAMENTO CBH,226105 - CORRENTE ELO 3/16 F. POLIDO,,,1,0,1,S Mont Sistemas Carretas,EIXO,#REF!,454667-1;
03/04/2024,466712,GMS C.Serras,466724,,EMBOLO COM FREIO - CBHM,110346 - ACO LAMINADO RED 2        1020,290,"50,8",1,57,1,S Usinagem,CONJ INTERMED,#REF!,466724-1;
03/04/2024,466712,GMS C.Serras,464855,,LUVA ENGATE    - CHASSI    CBH,"126755 - AÇO CHATO LAM 1"" X 3"" SAE-1020",427,"76,2",1,300,1,S Forjaria,CONJ INTERMED,#REF!,464855-1;
03/04/2024,466712,GMS C.Plasma,414426,,"PORTA TRAVA RE  FA3,5FBS","120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",83,26,1,137,1,S Estamparia,CONJ INTERMED,#REF!,414426-1;
21/08/2024,466803,GMS C.Serras,466815,,CORPO VARAO ACION FREIO (5000) - CBH,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",348,"19,05",1,95,1,S Usinagem,EIXO,#REF!,466815-1;
21/08/2024,466803,GMS Corte Manual,428360,,ELO CORRENTE COMPLEM-CARR C2,226105 - CORRENTE ELO 3/16 F. POLIDO,,,1,0,1,S C Guilhotina,EIXO,#REF!,428360-1;
18/08/2024,466906,GMS C.Serras,405980,,PONTA EIXO      FA4/CBHM,110012 - ACO LAMINADO RED 2.1/2    1045,360,"63,5",2,220,2,S Usinagem,EIXO,#REF!,405980-2;
18/08/2024,466906,GMS C.Serras,476936,,"SUPORTE FIXACAO EIXO FA3,5F","120650 - CHAPA GQ   5/16(7,94)     1010",,,2,1,2,S Estamparia,EIXO,#REF!,476936-2;
18/08/2024,466906,GMS C.Serras,025580,,CORPO DO EIXO RD - MFI/FB,134017NAC - TUBO RETANGULAR 150 X 100 X 6.35 X 6000,1360,,1,1,1,S Estamparia,EIXO,#REF!,25580-1;
18/08/2024,466906,GMS C.Serras,025696,,COMPLEMENTO DO ESPAÇADOR - EIXO FAMFI/FB (JAN/2014...),134062NAC - TUBO RETANGULAR 100 X 50 X 3.75 X 6300 mm,85,,2,0,2,Sem Processo,EIXO,#REF!,25696-2;
18/08/2024,466906,GMS C.Plasma,025697,,ESPAÇADOR - EIXO FAMFI/FB (JAN/2014...),"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",322,157,2,8,2,S Estamparia,EIXO,#REF!,25697-2;
18/08/2024,466906,GMS C.Plasma,032402,,"FECHAMENTO _ EIXO DIANTEIRO-TRASEIRO-BALANCIM _ FA-FTC-CBH-CBHM 4,0T-6,0T","120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",235,96,2,313,2,S Estamparia,EIXO,#REF!,32402-2;
18/08/2024,466906,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
20/08/2024,466931,GMS C.Serras,405980,,PONTA EIXO      FA4/CBHM,110012 - ACO LAMINADO RED 2.1/2    1045,360,"63,5",2,220,2,S Usinagem,EIXO,#REF!,405980-2;
20/08/2024,466931,GMS C.Serras,432880,,"CORPO VARAO ACION-E COMPL A3,5","112434 - ACO TREF. RED. SAE-1020 - 3/4""",530,"19,05",1,0,1,S Usinagem,EIXO,#REF!,432880-1;
20/08/2024,466931,GMS C.Serras,429995,,CORPO VARAO FREN - EIXO   F4CC,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",458,"19,05",2,1,2,S Usinagem,EIXO,#REF!,429995-2;
20/08/2024,466931,GMS C.Serras,025604,,PINO SUPORTE FREIO-EIXO (NOV13...),"112434 - ACO TREF. RED. SAE-1020 - 3/4""",85,,2,7,2,S Usinagem,EIXO,#REF!,25604-2;
20/08/2024,466931,GMS C.Serras,444698,,PINO COMPLEM EIXO-E TRAS  F4CC,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",69,,2,55,2,S Usinagem,EIXO,#REF!,444698-2;
20/08/2024,466931,GMS C.Serras,476936,,"SUPORTE FIXACAO EIXO FA3,5F","120650 - CHAPA GQ   5/16(7,94)     1010",,,2,1,2,S Estamparia,EIXO,#REF!,476936-2;
